"flightairvehicleid","flightid","planeid"
"58186","43323","19"
"58187","43324","19"
"58188","43325","19"
"58189","43326","15"
"58190","43326","92"
"58191","43327","38"
"58192","43327","12"
"58193","43327","70"
"58194","43328","38"
"58195","43329","38"
"58196","43330","46"
"58197","43330","20"
"58198","43331","21"
"58199","43332","20"
"58200","43333","53"
"58201","43334","70"
"58202","43334","78"
"58203","43335","47"
"58204","43336","78"
"58205","43337","11"
"58206","43337","47"
"58207","43338","37"
"58208","43339","12"
"58209","43340","37"
"58210","43341","61"
"58211","43342","61"
"58212","43343","38"
"58213","43343","12"
"58214","43343","70"
"58215","43344","12"
"58216","43345","37"
"58217","43346","12"
"58218","43347","21"
"58219","43348","19"
"58220","43349","38"
"58221","43350","37"
"58222","43351","12"
"58223","43352","12"
"58224","43352","38"
"58225","43353","46"
"58226","43354","20"
"58227","43354","46"
"58228","43354","21"
"58229","43355","20"
"58230","43356","20"
"58231","43357","46"
"58232","43358","46"
"58233","43359","12"
"58234","43360","46"
"58235","43361","46"
"58236","43362","43"
"58237","43362","12"
"58238","43363","20"
"58239","43363","46"
"58240","43364","66"
"58241","43365","43"
"58242","43365","12"
"58243","43366","12"
"58244","43366","43"
"58245","43367","46"
"58246","43368","21"
"58247","43368","20"
"58248","43369","20"
"58249","43370","12"
"58250","43371","20"
"58251","43371","21"
"58252","43372","20"
"58253","43373","20"
"58254","43373","21"
"58255","43373","46"
"58256","43374","46"
"58257","43375","20"
"58258","43376","12"
"58259","43377","46"
"58260","43378","20"
"58261","43379","46"
"58262","43380","46"
"58263","43381","46"
"58264","43382","21"
"58265","43383","20"
"58266","43383","46"
"58267","43384","46"
"58268","43385","46"
"58269","43386","70"
"58270","43387","12"
"58271","43388","12"
"58272","43389","21"
"58273","43390","86"
"58274","43391","86"
"58275","43392","86"
"58276","43393","13"
"58277","43394","86"
"58278","43394","11"
"58279","43394","13"
"58280","43395","86"
"58281","43396","13"
"58282","43397","86"
"58283","43398","86"
"58284","43399","12"
"58285","43400","86"
"58286","43401","86"
"58287","43401","12"
"58288","43402","13"
"58289","43403","86"
"58290","43404","11"
"58291","43405","86"
"58292","43406","11"
"58293","43407","13"
"58294","43408","86"
"58295","43409","86"
"58296","43409","11"
"58297","43410","86"
"58298","43411","13"
"58299","43412","13"
"58300","43413","86"
"58301","43414","13"
"58302","43415","86"
"58303","43415","11"
"58304","43415","13"
"58305","43416","86"
"58306","43416","11"
"58307","43417","11"
"58308","43418","86"
"58309","43419","86"
"58310","43420","13"
"58311","43421","13"
"58312","43422","13"
"58313","43423","86"
"58314","43424","13"
"58315","43425","86"
"58316","43426","86"
"58317","43426","11"
"58318","43427","86"
"58319","43428","12"
"58320","43428","86"
"58321","43429","12"
"58322","43430","86"
"58323","43431","12"
"58324","43432","86"
"58325","43433","12"
"58326","43433","86"
"58327","43434","86"
"58328","43435","86"
"58329","43436","86"
"58330","43437","86"
"58331","43438","86"
"58332","43439","86"
"58333","43440","86"
"58334","43441","86"
"58335","43442","12"
"58336","43443","12"
"58337","43443","86"
"58338","43444","86"
"58339","43445","86"
"58340","43445","12"
"58341","43446","12"
"58342","43446","86"
"58343","43447","86"
"58344","43448","86"
"58345","43449","86"
"58346","43450","12"
"58347","43451","13"
"58348","43452","13"
"58349","43452","86"
"58350","43453","12"
"58351","43453","86"
"58352","43454","12"
"58353","43454","86"
"58354","43455","13"
"58355","43456","13"
"58356","43457","86"
"58357","43458","86"
"58358","43459","86"
"58359","43460","11"
"58360","43461","86"
"58361","43462","86"
"58362","43463","86"
"58363","43464","12"
"58364","43465","11"
"58365","43466","12"
"58366","43467","13"
"58367","43468","13"
"58368","43469","12"
"58369","43470","12"
"58370","43471","12"
"58371","43472","86"
"58372","43473","13"
"58373","43473","86"
"58374","43474","13"
"58375","43475","86"
"58376","43476","86"
"58377","43477","12"
"58378","43478","12"
"58379","43479","12"
"58380","43480","86"
"58381","43480","11"
"58382","43481","11"
"58383","43482","11"
"58384","43483","86"
"58385","43484","86"
"58386","43484","11"
"58387","43485","86"
"58388","43486","12"
"58389","43487","12"
"58390","43487","86"
"58391","43488","13"
"58392","43489","12"
"58393","43490","12"
"58394","43491","12"
"58395","43492","11"
"58396","43493","86"
"58397","43494","18"
"58398","43495","35"
"58399","43496","35"
"58400","43497","18"
"58401","43498","12"
"58402","43498","18"
"58403","43498","31"
"58404","43499","12"
"58405","43499","31"
"58406","43500","18"
"58407","43501","31"
"58408","43501","12"
"58409","43502","18"
"58410","43502","12"
"58411","43503","12"
"58412","43503","18"
"58413","43504","18"
"58414","43505","12"
"58415","43506","31"
"58416","43506","18"
"58417","43506","12"
"58418","43507","18"
"58419","43508","12"
"58420","43509","18"
"58421","43510","18"
"58422","43510","11"
"58423","43511","35"
"58424","43512","12"
"58425","43512","18"
"58426","43513","35"
"58427","43514","18"
"58428","43515","35"
"58429","43516","31"
"58430","43516","12"
"58431","43516","18"
"58432","43516","11"
"58433","43517","35"
"58434","43518","12"
"58435","43518","18"
"58436","43519","18"
"58437","43520","18"
"58438","43521","31"
"58439","43522","35"
"58440","43523","18"
"58441","43524","12"
"58442","43525","12"
"58443","43526","12"
"58444","43527","12"
"58445","43527","18"
"58446","43528","35"
"58447","43529","12"
"58448","43530","12"
"58449","43531","12"
"58450","43531","18"
"58451","43532","35"
"58452","43533","12"
"58453","43533","18"
"58454","43534","12"
"58455","43534","31"
"58456","43534","18"
"58457","43535","18"
"58458","43536","18"
"58459","43537","18"
"58460","43538","18"
"58461","43539","18"
"58462","43540","12"
"58463","43540","18"
"58464","43540","31"
"58465","43541","12"
"58466","43541","31"
"58467","43542","18"
"58468","43543","31"
"58469","43543","12"
"58470","43544","18"
"58471","43544","12"
"58472","43545","12"
"58473","43545","18"
"58474","43546","12"
"58475","43547","18"
"58476","43548","12"
"58477","43549","31"
"58478","43549","18"
"58479","43549","12"
"58480","43550","12"
"58481","43551","18"
"58482","43552","12"
"58483","43553","18"
"58484","43554","18"
"58485","43554","11"
"58486","43555","35"
"58487","43556","35"
"58488","43557","35"
"58489","43558","12"
"58490","43558","18"
"58491","43559","35"
"58492","43560","35"
"58493","43561","18"
"58494","43562","35"
"58495","43563","31"
"58496","43563","12"
"58497","43563","18"
"58498","43563","11"
"58499","43564","35"
"58500","43565","35"
"58501","43566","12"
"58502","43566","18"
"58503","43567","35"
"58504","43568","35"
"58505","43569","18"
"58506","43570","35"
"58507","43571","35"
"58508","43572","18"
"58509","43573","35"
"58510","43574","31"
"58511","43575","35"
"58512","43576","35"
"58513","43577","35"
"58514","43578","18"
"58515","43579","12"
"58516","43580","12"
"58517","43581","12"
"58518","43582","12"
"58519","43582","18"
"58520","43583","12"
"58521","43584","35"
"58522","43585","12"
"58523","43586","12"
"58524","43587","12"
"58525","43587","18"
"58526","43588","35"
"58527","43589","35"
"58528","43590","12"
"58529","43590","18"
"58530","43591","35"
"58531","43592","35"
"58532","43593","12"
"58533","43594","12"
"58534","43594","31"
"58535","43594","18"
"58536","43595","12"
"58537","43596","12"
"58538","43597","12"
"58539","43598","12"
"58540","43599","18"
"58541","43600","18"
"58542","43601","18"
"58543","43602","18"
"58544","43603","18"
"58545","43604","43"
"58546","43605","43"
"58547","43606","43"
"58548","43607","43"
"58549","43608","43"
"58550","43608","85"
"58551","43609","43"
"58552","43610","43"
"58553","43611","43"
"58554","43612","43"
"58555","43613","43"
"58556","43614","43"
"58557","43615","43"
"58558","43616","43"
"58559","43617","43"
"58560","43618","85"
"58561","43619","43"
"58562","43620","43"
"58563","43621","43"
"58564","43622","43"
"58565","43623","43"
"58566","43624","43"
"58567","43625","85"
"58568","43625","43"
"58569","43626","43"
"58570","43627","43"
"58571","43628","43"
"58572","43629","85"
"58573","43630","43"
"58574","43631","43"
"58575","43632","35"
"58576","43633","35"
"58577","43634","35"
"58578","43635","35"
"58579","43636","35"
"58580","43637","35"
"58581","43638","35"
"58582","43639","35"
"58583","43640","67"
"58584","43641","21"
"58585","43642","67"
"58586","43643","67"
"58587","43644","67"
"58588","43645","67"
"58589","43646","67"
"58590","43647","67"
"58591","43648","67"
"58592","43649","67"
"58593","43650","67"
"58594","43651","21"
"58595","43652","21"
"58596","43653","21"
"58597","43654","67"
"58598","43655","67"
"58599","43656","67"
"58600","43657","67"
"58601","43658","67"
"58602","43659","67"
"58603","43660","67"
"58604","43661","67"
"58605","43662","67"
"58606","43663","67"
"58607","43664","67"
"58608","43665","67"
"58609","43666","67"
"58610","43667","67"
"58611","43668","67"
"58612","43669","67"
"58613","43670","67"
"58614","43671","21"
"58615","43672","21"
"58616","43673","21"
"58617","43674","67"
"58618","43675","21"
"58619","43676","21"
"58620","43677","67"
"58621","43678","21"
"58622","43679","21"
"58623","43680","21"
"58624","43681","21"
"58625","43682","21"
"58626","43683","21"
"58627","43684","21"
"58628","43685","67"
"58629","43686","55"
"58630","43687","55"
"58631","43688","55"
"58632","43689","55"
"58633","43690","55"
"58634","43691","55"
"58635","43692","55"
"58636","43693","55"
"58637","43694","47"
"58638","43695","11"
"58639","43696","11"
"58640","43697","11"
"58641","43698","47"
"58642","43698","49"
"58643","43699","11"
"58644","43699","12"
"58645","43699","47"
"58646","43700","11"
"58647","43701","42"
"58648","43701","21"
"58649","43702","42"
"58650","43702","21"
"58651","43703","21"
"58652","43704","12"
"58653","43704","11"
"58654","43705","12"
"58655","43706","29"
"58656","43707","11"
"58657","43708","11"
"58658","43708","21"
"58659","43709","11"
"58660","43710","28"
"58661","43710","11"
"58662","43710","47"
"58663","43711","21"
"58664","43711","11"
"58665","43712","12"
"58666","43713","12"
"58667","43714","11"
"58668","43714","21"
"58669","43714","42"
"58670","43715","11"
"58671","43715","12"
"58672","43716","47"
"58673","43717","68"
"58674","43718","109"
"58675","43718","11"
"58676","43719","12"
"58677","43720","12"
"58678","43721","42"
"58679","43721","21"
"58680","43722","42"
"58681","43722","21"
"58682","43723","11"
"58683","43723","12"
"58684","43724","12"
"58685","43725","12"
"58686","43725","11"
"58687","43726","47"
"58688","43727","47"
"58689","43728","11"
"58690","43728","31"
"58691","43729","47"
"58692","43730","12"
"58693","43731","77"
"58694","43731","97"
"58695","43731","43"
"58696","43732","11"
"58697","43733","11"
"58698","43734","42"
"58699","43734","21"
"58700","43735","11"
"58701","43736","11"
"58702","43737","49"
"58703","43738","47"
"58704","43739","47"
"58705","43740","11"
"58706","43741","11"
"58707","43742","11"
"58708","43743","11"
"58709","43743","12"
"58710","43743","47"
"58711","43744","11"
"58712","43745","42"
"58713","43745","21"
"58714","43746","21"
"58715","43747","12"
"58716","43747","11"
"58717","43748","12"
"58718","43749","29"
"58719","43750","11"
"58720","43751","11"
"58721","43751","21"
"58722","43752","11"
"58723","43753","28"
"58724","43753","11"
"58725","43753","47"
"58726","43754","21"
"58727","43754","11"
"58728","43755","12"
"58729","43756","12"
"58730","43757","11"
"58731","43757","21"
"58732","43757","42"
"58733","43758","11"
"58734","43758","12"
"58735","43759","47"
"58736","43760","68"
"58737","43761","11"
"58738","43761","109"
"58739","43762","42"
"58740","43762","21"
"58741","43763","11"
"58742","43763","12"
"58743","43764","12"
"58744","43764","11"
"58745","43765","11"
"58746","43765","31"
"58747","43766","12"
"58748","43767","77"
"58749","43767","97"
"58750","43767","43"
"58751","43768","11"
"58752","43769","11"
"58753","43770","21"
"58754","43770","42"
"58755","43771","11"
"58756","43772","11"
"58757","43773","47"
"58758","43774","47"
"58759","43775","18"
"58760","43776","11"
"58761","43777","11"
"58762","43777","49"
"58763","43778","12"
"58764","43778","11"
"58765","43779","12"
"58766","43780","42"
"58767","43781","11"
"58768","43782","12"
"58769","43782","47"
"58770","43783","21"
"58771","43783","42"
"58772","43784","11"
"58773","43784","12"
"58774","43785","47"
"58775","43786","21"
"58776","43786","42"
"58777","43787","21"
"58778","43787","42"
"58779","43788","47"
"58780","43789","18"
"58781","43790","11"
"58782","43791","11"
"58783","43791","49"
"58784","43792","47"
"58785","43793","12"
"58786","43794","11"
"58787","43794","12"
"58788","43795","12"
"58789","43796","42"
"58790","43797","11"
"58791","43798","47"
"58792","43799","47"
"58793","43799","12"
"58794","43800","21"
"58795","43800","42"
"58796","43801","12"
"58797","43801","11"
"58798","43802","47"
"58799","43803","21"
"58800","43803","42"
"58801","43804","21"
"58802","43804","42"
"58803","43805","24"
"58804","43806","38"
"58805","43807","24"
"58806","43808","24"
"58807","43809","38"
"58808","43809","24"
"58809","43810","38"
"58810","43810","24"
"58811","43811","38"
"58812","43811","24"
"58813","43812","24"
"58814","43813","38"
"58815","43814","24"
"58816","43815","24"
"58817","43816","38"
"58818","43816","24"
"58819","43817","43"
"58820","43818","43"
"58821","43819","43"
"58822","43820","43"
"58823","43821","43"
"58824","43822","43"
"58825","43823","43"
"58826","43824","43"
"58827","43825","38"
"58828","43826","38"
"58829","43827","38"
"58830","43828","38"
"58831","43829","38"
"58832","43830","38"
"58833","43831","38"
